GEOID,POP,POP_MOE,OBJECTID,GEO,NAME,DATE,DOSE_ONE_TOTAL,DOSE_COMPLETE_TOTAL,DOSE_ONE_PERC,DOSE_COMPLETE_PERC,ShapeSTArea,ShapeSTLength
55,5822434,,4466,State,WI,2022/02/23 20:00:00+00,3723666,3514455,      64.0,      60.4,287249809879.5,4066245.41708084
